|dates|McDonough_Illinois_UnitedStates.JHU_ConfirmedCases.data|McDonough_Illinois_UnitedStates.JHU_ConfirmedCases.missing|McDonough_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|McDonough_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|McDonough_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|McDonough_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|64.0|0|2.0|0|0.0|0
0|2020-05-18|64.0|0|2.0|0|0.0|0
0|2020-05-19|72.0|0|3.0|0|0.0|0
0|2020-05-20|73.0|0|4.0|0|0.0|0
0|2020-05-21|75.0|0|4.0|0|0.0|0
0|2020-05-22|75.0|0|4.0|0|0.0|0
0|2020-05-23|75.0|0|4.0|0|0.0|0
