|dates|Rockwall_Texas_UnitedStates.JHU_ConfirmedCases.data|Rockwall_Texas_UnitedStates.JHU_ConfirmedCases.missing|Rockwall_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Rockwall_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Rockwall_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Rockwall_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|138.0|0|5.0|0|0.0|0
0|2020-05-18|138.0|0|5.0|0|0.0|0
0|2020-05-19|138.0|0|5.0|0|0.0|0
0|2020-05-20|143.0|0|5.0|0|0.0|0
0|2020-05-21|147.0|0|9.0|0|0.0|0
0|2020-05-22|147.0|0|9.0|0|0.0|0
0|2020-05-23|147.0|0|9.0|0|0.0|0
