|dates|Clark_Illinois_UnitedStates.JHU_ConfirmedCases.data|Clark_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Clark_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Clark_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Clark_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Clark_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|10.0|0|0.0|0|0.0|0
0|2020-05-25|10.0|0|0.0|0|0.0|0
0|2020-05-26|10.0|0|0.0|0|0.0|0
