|dates|Doniphan_Kansas_UnitedStates.JHU_ConfirmedCases.data|Doniphan_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Doniphan_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Doniphan_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Doniphan_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Doniphan_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|12.0|0|0.0|0|0.0|0
0|2020-05-28|12.0|0|0.0|0|0.0|0
0|2020-05-29|12.0|0|0.0|0|0.0|0
0|2020-05-30|12.0|0|0.0|0|0.0|0
