|dates|Montgomery_Texas_UnitedStates.JHU_ConfirmedCases.data|Montgomery_Texas_UnitedStates.JHU_ConfirmedCases.missing|Montgomery_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Montgomery_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Montgomery_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Montgomery_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|888.0|0|23.0|0|0.0|0
0|2020-05-25|888.0|0|23.0|0|0.0|0
0|2020-05-26|888.0|0|23.0|0|0.0|0
