|dates|Madison_Ohio_UnitedStates.JHU_ConfirmedCases.data|Madison_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Madison_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Madison_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Madison_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Madison_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|98.0|0|5.0|0|0.0|0
0|2020-05-18|99.0|0|5.0|0|0.0|0
0|2020-05-19|100.0|0|6.0|0|0.0|0
0|2020-05-20|102.0|0|7.0|0|0.0|0
0|2020-05-21|105.0|0|7.0|0|0.0|0
0|2020-05-22|128.0|0|7.0|0|0.0|0
0|2020-05-23|128.0|0|7.0|0|0.0|0
