|dates|EastCarroll_Louisiana_UnitedStates.JHU_ConfirmedCases.data|EastCarroll_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|EastCarroll_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|EastCarroll_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|EastCarroll_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|EastCarroll_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|34.0|0|0.0|0|0.0|0
0|2020-05-18|37.0|0|0.0|0|0.0|0
0|2020-05-19|46.0|0|0.0|0|0.0|0
0|2020-05-20|46.0|0|0.0|0|0.0|0
0|2020-05-21|51.0|0|0.0|0|0.0|0
0|2020-05-22|62.0|0|0.0|0|0.0|0
0|2020-05-23|62.0|0|0.0|0|0.0|0
