|dates|Pueblo_Colorado_UnitedStates.JHU_ConfirmedCases.data|Pueblo_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Pueblo_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Pueblo_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Pueblo_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Pueblo_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|204.0|0|13.0|0|0.0|0
0|2020-05-18|217.0|0|14.0|0|0.0|0
0|2020-05-19|219.0|0|14.0|0|0.0|0
0|2020-05-20|220.0|0|14.0|0|0.0|0
0|2020-05-21|230.0|0|14.0|0|0.0|0
0|2020-05-22|233.0|0|14.0|0|0.0|0
0|2020-05-23|233.0|0|14.0|0|0.0|0
