|dates|Gregg_Texas_UnitedStates.JHU_ConfirmedCases.data|Gregg_Texas_UnitedStates.JHU_ConfirmedCases.missing|Gregg_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Gregg_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Gregg_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Gregg_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|170.0|0|0.0|0|0.0|0
0|2020-05-18|170.0|0|0.0|0|0.0|0
0|2020-05-19|173.0|0|0.0|0|0.0|0
0|2020-05-20|173.0|0|4.0|0|0.0|0
0|2020-05-21|180.0|0|4.0|0|0.0|0
0|2020-05-22|180.0|0|4.0|0|0.0|0
0|2020-05-23|180.0|0|4.0|0|0.0|0
