|dates|Montezuma_Colorado_UnitedStates.JHU_ConfirmedCases.data|Montezuma_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Montezuma_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Montezuma_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Montezuma_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Montezuma_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|27.0|0|3.0|0|0.0|0
0|2020-05-18|27.0|0|3.0|0|0.0|0
0|2020-05-19|29.0|0|3.0|0|0.0|0
0|2020-05-20|30.0|0|3.0|0|0.0|0
0|2020-05-21|30.0|0|3.0|0|0.0|0
0|2020-05-22|35.0|0|3.0|0|0.0|0
0|2020-05-23|35.0|0|3.0|0|0.0|0
