|dates|Marshall_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Marshall_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Marshall_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Marshall_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Marshall_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Marshall_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|35.0|0|2.0|0|0.0|0
0|2020-05-18|36.0|0|2.0|0|0.0|0
0|2020-05-19|36.0|0|2.0|0|0.0|0
0|2020-05-20|36.0|0|2.0|0|0.0|0
0|2020-05-21|36.0|0|2.0|0|0.0|0
0|2020-05-22|37.0|0|2.0|0|0.0|0
0|2020-05-23|37.0|0|2.0|0|0.0|0
