|dates|Lee_Alabama_UnitedStates.JHU_ConfirmedCases.data|Lee_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Lee_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Lee_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Lee_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Lee_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|449.0|0|31.0|0|0.0|0
0|2020-05-18|452.0|0|31.0|0|0.0|0
0|2020-05-19|450.0|0|31.0|0|0.0|0
0|2020-05-20|461.0|0|32.0|0|0.0|0
0|2020-05-21|466.0|0|32.0|0|0.0|0
0|2020-05-22|471.0|0|32.0|0|0.0|0
0|2020-05-23|471.0|0|32.0|0|0.0|0
