|dates|Lafayette_Arkansas_UnitedStates.JHU_ConfirmedCases.data|Lafayette_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|Lafayette_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|Lafayette_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|Lafayette_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|Lafayette_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|9.0|0|1.0|0|0.0|0
0|2020-05-28|9.0|0|1.0|0|0.0|0
0|2020-05-29|9.0|0|1.0|0|0.0|0
0|2020-05-30|9.0|0|1.0|0|0.0|0
