|dates|Morgan_WestVirginia_UnitedStates.JHU_ConfirmedCases.data|Morgan_WestVirginia_UnitedStates.JHU_ConfirmedCases.missing|Morgan_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.data|Morgan_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.missing|Morgan_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.data|Morgan_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|17.0|0|0.0|0|0.0|0
0|2020-05-25|18.0|0|0.0|0|0.0|0
0|2020-05-26|18.0|0|0.0|0|0.0|0
