|dates|Crawford_Indiana_UnitedStates.JHU_ConfirmedCases.data|Crawford_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Crawford_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Crawford_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Crawford_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Crawford_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|23.0|0|0.0|0|0.0|0
0|2020-05-25|23.0|0|0.0|0|0.0|0
0|2020-05-26|23.0|0|0.0|0|0.0|0
