|dates|Cullman_Alabama_UnitedStates.JHU_ConfirmedCases.data|Cullman_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Cullman_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Cullman_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Cullman_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Cullman_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|67.0|0|0.0|0|0.0|0
0|2020-05-15|68.0|0|0.0|0|0.0|0
0|2020-05-16|68.0|0|0.0|0|0.0|0
