|dates|Strafford_NewHampshire_UnitedStates.JHU_ConfirmedCases.data|Strafford_NewHampshire_UnitedStates.JHU_ConfirmedCases.missing|Strafford_NewHampshire_UnitedStates.JHU_ConfirmedDeaths.data|Strafford_NewHampshire_UnitedStates.JHU_ConfirmedDeaths.missing|Strafford_NewHampshire_UnitedStates.JHU_ConfirmedRecoveries.data|Strafford_NewHampshire_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|232.0|0|11.0|0|0.0|0
0|2020-05-18|234.0|0|11.0|0|0.0|0
0|2020-05-19|240.0|0|11.0|0|0.0|0
0|2020-05-20|242.0|0|11.0|0|0.0|0
0|2020-05-21|243.0|0|12.0|0|0.0|0
0|2020-05-22|248.0|0|12.0|0|0.0|0
0|2020-05-23|248.0|0|12.0|0|0.0|0
