|dates|Scott_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Scott_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Scott_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Scott_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Scott_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Scott_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|34.0|0|0.0|0|0.0|0
0|2020-05-18|33.0|0|0.0|0|0.0|0
0|2020-05-19|33.0|0|0.0|0|0.0|0
0|2020-05-20|34.0|0|0.0|0|0.0|0
0|2020-05-21|34.0|0|0.0|0|0.0|0
0|2020-05-22|34.0|0|0.0|0|0.0|0
0|2020-05-23|34.0|0|0.0|0|0.0|0
