|dates|Deschutes_Oregon_UnitedStates.JHU_ConfirmedCases.data|Deschutes_Oregon_UnitedStates.JHU_ConfirmedCases.missing|Deschutes_Oregon_UnitedStates.JHU_ConfirmedDeaths.data|Deschutes_Oregon_UnitedStates.JHU_ConfirmedDeaths.missing|Deschutes_Oregon_UnitedStates.JHU_ConfirmedRecoveries.data|Deschutes_Oregon_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|96.0|0|0.0|0|0.0|0
0|2020-05-18|101.0|0|0.0|0|0.0|0
0|2020-05-19|107.0|0|0.0|0|0.0|0
0|2020-05-20|116.0|0|0.0|0|0.0|0
0|2020-05-21|117.0|0|0.0|0|0.0|0
0|2020-05-22|116.0|0|0.0|0|0.0|0
0|2020-05-23|116.0|0|0.0|0|0.0|0
