|dates|TwinFalls_Idaho_UnitedStates.JHU_ConfirmedCases.data|TwinFalls_Idaho_UnitedStates.JHU_ConfirmedCases.missing|TwinFalls_Idaho_UnitedStates.JHU_ConfirmedDeaths.data|TwinFalls_Idaho_UnitedStates.JHU_ConfirmedDeaths.missing|TwinFalls_Idaho_UnitedStates.JHU_ConfirmedRecoveries.data|TwinFalls_Idaho_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|318.0|0|14.0|0|0.0|0
0|2020-05-18|326.0|0|15.0|0|0.0|0
0|2020-05-19|326.0|0|15.0|0|0.0|0
0|2020-05-20|340.0|0|17.0|0|0.0|0
0|2020-05-21|340.0|0|17.0|0|0.0|0
0|2020-05-22|374.0|0|19.0|0|0.0|0
0|2020-05-23|374.0|0|19.0|0|0.0|0
