|dates|Thurston_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Thurston_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Thurston_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Thurston_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Thurston_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Thurston_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|19.0|0|0.0|0|0.0|0
0|2020-05-15|18.0|0|0.0|0|0.0|0
0|2020-05-16|18.0|0|0.0|0|0.0|0
