|dates|Fulton_Ohio_UnitedStates.JHU_ConfirmedCases.data|Fulton_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Fulton_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Fulton_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Fulton_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Fulton_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|36.0|0|0.0|0|0.0|0
0|2020-05-28|36.0|0|0.0|0|0.0|0
0|2020-05-29|36.0|0|0.0|0|0.0|0
0|2020-05-30|36.0|0|0.0|0|0.0|0
