|dates|King_Washington_UnitedStates.JHU_ConfirmedCases.data|King_Washington_UnitedStates.JHU_ConfirmedCases.missing|King_Washington_UnitedStates.JHU_ConfirmedDeaths.data|King_Washington_UnitedStates.JHU_ConfirmedDeaths.missing|King_Washington_UnitedStates.JHU_ConfirmedRecoveries.data|King_Washington_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|7863.0|0|559.0|0|0.0|0
0|2020-05-28|7863.0|0|559.0|0|0.0|0
0|2020-05-29|7863.0|0|559.0|0|0.0|0
0|2020-05-30|7863.0|0|559.0|0|0.0|0
