|dates|Blaine_Idaho_UnitedStates.JHU_ConfirmedCases.data|Blaine_Idaho_UnitedStates.JHU_ConfirmedCases.missing|Blaine_Idaho_UnitedStates.JHU_ConfirmedDeaths.data|Blaine_Idaho_UnitedStates.JHU_ConfirmedDeaths.missing|Blaine_Idaho_UnitedStates.JHU_ConfirmedRecoveries.data|Blaine_Idaho_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|507.0|0|5.0|0|0.0|0
0|2020-05-15|507.0|0|5.0|0|0.0|0
0|2020-05-16|507.0|0|5.0|0|0.0|0
