|dates|Simpson_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Simpson_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Simpson_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Simpson_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Simpson_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Simpson_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|93.0|0|0.0|0|0.0|0
0|2020-05-28|93.0|0|0.0|0|0.0|0
0|2020-05-29|93.0|0|0.0|0|0.0|0
0|2020-05-30|93.0|0|0.0|0|0.0|0
