|dates|Grayson_Texas_UnitedStates.JHU_ConfirmedCases.data|Grayson_Texas_UnitedStates.JHU_ConfirmedCases.missing|Grayson_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Grayson_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Grayson_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Grayson_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|296.0|0|2.0|0|0.0|0
0|2020-05-25|300.0|0|2.0|0|0.0|0
0|2020-05-26|300.0|0|2.0|0|0.0|0
