|dates|Wilcox_Georgia_UnitedStates.JHU_ConfirmedCases.data|Wilcox_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Wilcox_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Wilcox_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Wilcox_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Wilcox_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|105.0|0|13.0|0|0.0|0
0|2020-05-28|105.0|0|13.0|0|0.0|0
0|2020-05-29|105.0|0|13.0|0|0.0|0
0|2020-05-30|105.0|0|13.0|0|0.0|0
