|dates|Hampton_Virginia_UnitedStates.JHU_ConfirmedCases.data|Hampton_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Hampton_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Hampton_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Hampton_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Hampton_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|161.0|0|3.0|0|0.0|0
0|2020-05-18|163.0|0|3.0|0|0.0|0
0|2020-05-19|164.0|0|3.0|0|0.0|0
0|2020-05-20|165.0|0|3.0|0|0.0|0
0|2020-05-21|167.0|0|3.0|0|0.0|0
0|2020-05-22|169.0|0|3.0|0|0.0|0
0|2020-05-23|169.0|0|3.0|0|0.0|0
