|dates|TwinFalls_Idaho_UnitedStates.JHU_ConfirmedCases.data|TwinFalls_Idaho_UnitedStates.JHU_ConfirmedCases.missing|TwinFalls_Idaho_UnitedStates.JHU_ConfirmedDeaths.data|TwinFalls_Idaho_UnitedStates.JHU_ConfirmedDeaths.missing|TwinFalls_Idaho_UnitedStates.JHU_ConfirmedRecoveries.data|TwinFalls_Idaho_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|396.0|0|22.0|0|0.0|0
0|2020-05-28|396.0|0|22.0|0|0.0|0
0|2020-05-29|396.0|0|22.0|0|0.0|0
0|2020-05-30|396.0|0|22.0|0|0.0|0
