|dates|Bennett_SouthDakota_UnitedStates.JHU_ConfirmedCases.data|Bennett_SouthDakota_UnitedStates.JHU_ConfirmedCases.missing|Bennett_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Bennett_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Bennett_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Bennett_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|2721.0|0|24.0|0|0.0|0
0|2020-05-18|2721.0|0|24.0|0|0.0|0
0|2020-05-19|2721.0|0|24.0|0|0.0|0
0|2020-05-20|2721.0|0|24.0|0|0.0|0
0|2020-05-21|2721.0|0|24.0|0|0.0|0
0|2020-05-22|2721.0|0|24.0|0|0.0|0
0|2020-05-23|2721.0|0|24.0|0|0.0|0
