|dates|Hinds_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Hinds_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Hinds_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Hinds_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Hinds_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Hinds_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|920.0|0|24.0|0|0.0|0
0|2020-05-28|920.0|0|24.0|0|0.0|0
0|2020-05-29|920.0|0|24.0|0|0.0|0
0|2020-05-30|920.0|0|24.0|0|0.0|0
