|dates|Wilkinson_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Wilkinson_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Wilkinson_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Wilkinson_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Wilkinson_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Wilkinson_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|85.0|0|9.0|0|0.0|0
0|2020-05-28|85.0|0|9.0|0|0.0|0
0|2020-05-29|85.0|0|9.0|0|0.0|0
0|2020-05-30|85.0|0|9.0|0|0.0|0
