|dates|Bedford_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Bedford_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Bedford_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Bedford_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Bedford_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Bedford_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|30.0|0|1.0|0|0.0|0
0|2020-05-15|30.0|0|1.0|0|0.0|0
0|2020-05-16|30.0|0|1.0|0|0.0|0
