|dates|Jackson_Michigan_UnitedStates.JHU_ConfirmedCases.data|Jackson_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Jackson_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Jackson_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Jackson_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Jackson_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|415.0|0|26.0|0|0.0|0
0|2020-05-18|415.0|0|26.0|0|0.0|0
0|2020-05-19|418.0|0|26.0|0|0.0|0
0|2020-05-20|421.0|0|26.0|0|0.0|0
0|2020-05-21|425.0|0|26.0|0|0.0|0
0|2020-05-22|430.0|0|26.0|0|0.0|0
0|2020-05-23|430.0|0|26.0|0|0.0|0
