|dates|Hampshire_Massachusetts_UnitedStates.JHU_ConfirmedCases.data|Hampshire_Massachusetts_UnitedStates.JHU_ConfirmedCases.missing|Hampshire_Massachusetts_UnitedStates.JHU_ConfirmedDeaths.data|Hampshire_Massachusetts_UnitedStates.JHU_ConfirmedDeaths.missing|Hampshire_Massachusetts_UnitedStates.JHU_ConfirmedRecoveries.data|Hampshire_Massachusetts_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|843.0|0|82.0|0|0.0|0
0|2020-05-28|843.0|0|82.0|0|0.0|0
0|2020-05-29|843.0|0|82.0|0|0.0|0
0|2020-05-30|843.0|0|82.0|0|0.0|0
