|dates|Crisp_Georgia_UnitedStates.JHU_ConfirmedCases.data|Crisp_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Crisp_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Crisp_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Crisp_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Crisp_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|193.0|0|7.0|0|0.0|0
0|2020-05-18|197.0|0|7.0|0|0.0|0
0|2020-05-19|200.0|0|7.0|0|0.0|0
0|2020-05-20|203.0|0|7.0|0|0.0|0
0|2020-05-21|204.0|0|7.0|0|0.0|0
0|2020-05-22|210.0|0|7.0|0|0.0|0
0|2020-05-23|210.0|0|7.0|0|0.0|0
