|dates|KitCarson_Colorado_UnitedStates.JHU_ConfirmedCases.data|KitCarson_Colorado_UnitedStates.JHU_ConfirmedCases.missing|KitCarson_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|KitCarson_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|KitCarson_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|KitCarson_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|26.0|0|3.0|0|0.0|0
0|2020-05-18|26.0|0|3.0|0|0.0|0
0|2020-05-19|26.0|0|3.0|0|0.0|0
0|2020-05-20|26.0|0|3.0|0|0.0|0
0|2020-05-21|26.0|0|3.0|0|0.0|0
0|2020-05-22|26.0|0|3.0|0|0.0|0
0|2020-05-23|26.0|0|3.0|0|0.0|0
