|dates|Salem_Virginia_UnitedStates.JHU_ConfirmedCases.data|Salem_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Salem_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Salem_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Salem_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Salem_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|32.0|0|3.0|0|0.0|0
0|2020-05-28|32.0|0|3.0|0|0.0|0
0|2020-05-29|32.0|0|3.0|0|0.0|0
0|2020-05-30|32.0|0|3.0|0|0.0|0
