|dates|Turner_Georgia_UnitedStates.JHU_ConfirmedCases.data|Turner_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Turner_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Turner_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Turner_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Turner_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|110.0|0|12.0|0|0.0|0
0|2020-05-28|110.0|0|12.0|0|0.0|0
0|2020-05-29|110.0|0|12.0|0|0.0|0
0|2020-05-30|110.0|0|12.0|0|0.0|0
