|dates|Hockley_Texas_UnitedStates.JHU_ConfirmedCases.data|Hockley_Texas_UnitedStates.JHU_ConfirmedCases.missing|Hockley_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Hockley_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Hockley_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Hockley_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|23.0|0|1.0|0|0.0|0
0|2020-05-18|23.0|0|1.0|0|0.0|0
0|2020-05-19|24.0|0|1.0|0|0.0|0
0|2020-05-20|27.0|0|1.0|0|0.0|0
0|2020-05-21|27.0|0|1.0|0|0.0|0
0|2020-05-22|27.0|0|1.0|0|0.0|0
0|2020-05-23|27.0|0|1.0|0|0.0|0
