|dates|Anoka_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Anoka_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Anoka_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Anoka_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Anoka_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Anoka_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|821.0|0|40.0|0|0.0|0
0|2020-05-18|869.0|0|42.0|0|0.0|0
0|2020-05-19|919.0|0|42.0|0|0.0|0
0|2020-05-20|955.0|0|45.0|0|0.0|0
0|2020-05-21|995.0|0|49.0|0|0.0|0
0|2020-05-22|1044.0|0|53.0|0|0.0|0
0|2020-05-23|1044.0|0|53.0|0|0.0|0
