|dates|KitCarson_Colorado_UnitedStates.JHU_ConfirmedCases.data|KitCarson_Colorado_UnitedStates.JHU_ConfirmedCases.missing|KitCarson_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|KitCarson_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|KitCarson_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|KitCarson_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|26.0|0|3.0|0|0.0|0
0|2020-05-28|26.0|0|3.0|0|0.0|0
0|2020-05-29|26.0|0|3.0|0|0.0|0
0|2020-05-30|26.0|0|3.0|0|0.0|0
