|dates|Frederick_Virginia_UnitedStates.JHU_ConfirmedCases.data|Frederick_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Frederick_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Frederick_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Frederick_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Frederick_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|296.0|0|4.0|0|0.0|0
0|2020-05-28|296.0|0|4.0|0|0.0|0
0|2020-05-29|296.0|0|4.0|0|0.0|0
0|2020-05-30|296.0|0|4.0|0|0.0|0
