|dates|Fleming_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Fleming_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Fleming_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Fleming_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Fleming_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Fleming_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|1.0|0|0.0|0|0.0|0
0|2020-05-18|3.0|0|0.0|0|0.0|0
0|2020-05-19|3.0|0|0.0|0|0.0|0
0|2020-05-20|2.0|0|0.0|0|0.0|0
0|2020-05-21|2.0|0|0.0|0|0.0|0
0|2020-05-22|2.0|0|0.0|0|0.0|0
0|2020-05-23|2.0|0|0.0|0|0.0|0
