|dates|Lowndes_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Lowndes_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Lowndes_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Lowndes_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Lowndes_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Lowndes_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|122.0|0|5.0|0|0.0|0
0|2020-05-18|126.0|0|6.0|0|0.0|0
0|2020-05-19|132.0|0|6.0|0|0.0|0
0|2020-05-20|135.0|0|6.0|0|0.0|0
0|2020-05-21|136.0|0|7.0|0|0.0|0
0|2020-05-22|139.0|0|7.0|0|0.0|0
0|2020-05-23|139.0|0|7.0|0|0.0|0
