|dates|Rutland_Vermont_UnitedStates.JHU_ConfirmedCases.data|Rutland_Vermont_UnitedStates.JHU_ConfirmedCases.missing|Rutland_Vermont_UnitedStates.JHU_ConfirmedDeaths.data|Rutland_Vermont_UnitedStates.JHU_ConfirmedDeaths.missing|Rutland_Vermont_UnitedStates.JHU_ConfirmedRecoveries.data|Rutland_Vermont_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|54.0|0|1.0|0|0.0|0
0|2020-05-28|54.0|0|1.0|0|0.0|0
0|2020-05-29|54.0|0|1.0|0|0.0|0
0|2020-05-30|54.0|0|1.0|0|0.0|0
