|dates|Sussex_NewJersey_UnitedStates.JHU_ConfirmedCases.data|Sussex_NewJersey_UnitedStates.JHU_ConfirmedCases.missing|Sussex_NewJersey_UnitedStates.JHU_ConfirmedDeaths.data|Sussex_NewJersey_UnitedStates.JHU_ConfirmedDeaths.missing|Sussex_NewJersey_UnitedStates.JHU_ConfirmedRecoveries.data|Sussex_NewJersey_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|1095.0|0|146.0|0|0.0|0
0|2020-05-28|1095.0|0|146.0|0|0.0|0
0|2020-05-29|1095.0|0|146.0|0|0.0|0
0|2020-05-30|1095.0|0|146.0|0|0.0|0
