|dates|Middlesex_Connecticut_UnitedStates.JHU_ConfirmedCases.data|Middlesex_Connecticut_UnitedStates.JHU_ConfirmedCases.missing|Middlesex_Connecticut_UnitedStates.JHU_ConfirmedDeaths.data|Middlesex_Connecticut_UnitedStates.JHU_ConfirmedDeaths.missing|Middlesex_Connecticut_UnitedStates.JHU_ConfirmedRecoveries.data|Middlesex_Connecticut_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|909.0|0|125.0|0|0.0|0
0|2020-05-18|936.0|0|131.0|0|0.0|0
0|2020-05-19|947.0|0|131.0|0|0.0|0
0|2020-05-20|965.0|0|131.0|0|0.0|0
0|2020-05-21|972.0|0|131.0|0|0.0|0
0|2020-05-22|992.0|0|135.0|0|0.0|0
0|2020-05-23|992.0|0|135.0|0|0.0|0
