|dates|Beaufort_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Beaufort_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Beaufort_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Beaufort_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Beaufort_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Beaufort_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|335.0|0|12.0|0|0.0|0
0|2020-05-25|336.0|0|12.0|0|0.0|0
0|2020-05-26|336.0|0|12.0|0|0.0|0
