|dates|Noble_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Noble_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Noble_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Noble_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Noble_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Noble_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|7.0|0|0.0|0|0.0|0
0|2020-05-15|7.0|0|0.0|0|0.0|0
0|2020-05-16|7.0|0|0.0|0|0.0|0
