|dates|Autauga_Alabama_UnitedStates.JHU_ConfirmedCases.data|Autauga_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Autauga_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Autauga_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Autauga_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Autauga_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|110.0|0|4.0|0|0.0|0
0|2020-05-18|120.0|0|4.0|0|0.0|0
0|2020-05-19|127.0|0|4.0|0|0.0|0
0|2020-05-20|136.0|0|3.0|0|0.0|0
0|2020-05-21|143.0|0|3.0|0|0.0|0
0|2020-05-22|149.0|0|3.0|0|0.0|0
0|2020-05-23|149.0|0|3.0|0|0.0|0
