|dates|Cherry_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Cherry_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Cherry_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Cherry_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Cherry_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Cherry_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|1.0|0|0.0|0|0.0|0
0|2020-05-15|1.0|0|0.0|0|0.0|0
0|2020-05-16|1.0|0|0.0|0|0.0|0
