|dates|Adams_Indiana_UnitedStates.JHU_ConfirmedCases.data|Adams_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Adams_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Adams_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Adams_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Adams_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|12.0|0|1.0|0|0.0|0
0|2020-05-25|12.0|0|1.0|0|0.0|0
0|2020-05-26|12.0|0|1.0|0|0.0|0
