|dates|Boone_Iowa_UnitedStates.JHU_ConfirmedCases.data|Boone_Iowa_UnitedStates.JHU_ConfirmedCases.missing|Boone_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|Boone_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|Boone_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|Boone_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|54.0|0|0.0|0|0.0|0
0|2020-05-25|55.0|0|0.0|0|0.0|0
0|2020-05-26|55.0|0|0.0|0|0.0|0
