|dates|Davidson_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Davidson_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Davidson_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Davidson_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Davidson_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Davidson_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|3745.0|0|40.0|0|0.0|0
0|2020-05-15|3795.0|0|41.0|0|0.0|0
0|2020-05-16|3795.0|0|41.0|0|0.0|0
