|dates|Barren_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Barren_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Barren_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Barren_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Barren_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Barren_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|44.0|0|1.0|0|0.0|0
0|2020-05-28|44.0|0|1.0|0|0.0|0
0|2020-05-29|44.0|0|1.0|0|0.0|0
0|2020-05-30|44.0|0|1.0|0|0.0|0
