|dates|Knox_Texas_UnitedStates.JHU_ConfirmedCases.data|Knox_Texas_UnitedStates.JHU_ConfirmedCases.missing|Knox_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Knox_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Knox_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Knox_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|1.0|0|0.0|0|0.0|0
0|2020-05-15|1.0|0|0.0|0|0.0|0
0|2020-05-16|1.0|0|0.0|0|0.0|0
