|dates|Carlton_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Carlton_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Carlton_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Carlton_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Carlton_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Carlton_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|73.0|0|0.0|0|0.0|0
0|2020-05-28|73.0|0|0.0|0|0.0|0
0|2020-05-29|73.0|0|0.0|0|0.0|0
0|2020-05-30|73.0|0|0.0|0|0.0|0
