|dates|Early_Georgia_UnitedStates.JHU_ConfirmedCases.data|Early_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Early_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Early_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Early_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Early_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|233.0|0|28.0|0|0.0|0
0|2020-05-18|231.0|0|28.0|0|0.0|0
0|2020-05-19|234.0|0|28.0|0|0.0|0
0|2020-05-20|236.0|0|29.0|0|0.0|0
0|2020-05-21|235.0|0|29.0|0|0.0|0
0|2020-05-22|234.0|0|29.0|0|0.0|0
0|2020-05-23|234.0|0|29.0|0|0.0|0
