|dates|Hartford_Connecticut_UnitedStates.JHU_ConfirmedCases.data|Hartford_Connecticut_UnitedStates.JHU_ConfirmedCases.missing|Hartford_Connecticut_UnitedStates.JHU_ConfirmedDeaths.data|Hartford_Connecticut_UnitedStates.JHU_ConfirmedDeaths.missing|Hartford_Connecticut_UnitedStates.JHU_ConfirmedRecoveries.data|Hartford_Connecticut_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|9686.0|0|1175.0|0|0.0|0
0|2020-05-25|9841.0|0|1187.0|0|0.0|0
0|2020-05-26|9841.0|0|1187.0|0|0.0|0
