|dates|Suffolk_Virginia_UnitedStates.JHU_ConfirmedCases.data|Suffolk_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Suffolk_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Suffolk_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Suffolk_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Suffolk_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|264.0|0|22.0|0|0.0|0
0|2020-05-18|269.0|0|22.0|0|0.0|0
0|2020-05-19|269.0|0|25.0|0|0.0|0
0|2020-05-20|274.0|0|25.0|0|0.0|0
0|2020-05-21|278.0|0|25.0|0|0.0|0
0|2020-05-22|283.0|0|25.0|0|0.0|0
0|2020-05-23|283.0|0|25.0|0|0.0|0
