|dates|Crowley_Colorado_UnitedStates.JHU_ConfirmedCases.data|Crowley_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Crowley_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Crowley_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Crowley_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Crowley_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|62.0|0|1.0|0|0.0|0
0|2020-05-25|63.0|0|1.0|0|0.0|0
0|2020-05-26|63.0|0|1.0|0|0.0|0
