|dates|Union_Georgia_UnitedStates.JHU_ConfirmedCases.data|Union_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Union_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Union_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Union_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Union_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|36.0|0|1.0|0|0.0|0
0|2020-05-18|37.0|0|1.0|0|0.0|0
0|2020-05-19|37.0|0|1.0|0|0.0|0
0|2020-05-20|38.0|0|1.0|0|0.0|0
0|2020-05-21|39.0|0|1.0|0|0.0|0
0|2020-05-22|39.0|0|1.0|0|0.0|0
0|2020-05-23|39.0|0|1.0|0|0.0|0
