|dates|Lowndes_Alabama_UnitedStates.JHU_ConfirmedCases.data|Lowndes_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Lowndes_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Lowndes_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Lowndes_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Lowndes_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|117.0|0|9.0|0|0.0|0
0|2020-05-15|122.0|0|9.0|0|0.0|0
0|2020-05-16|122.0|0|9.0|0|0.0|0
